root_id,nt_label,partner_Dm9,partner_Mi4,partner_R7,partner_Tm20,partner_Mi15,partner_Mi1,partner_Dm2,partner_L1,partner_Mi9,partner_Tm5c,partner_MLt1,partner_aMe12,partner_L3,partner_DmDRA2,partner_Dm11,partner_Tm5b,partner_MTe50,partner_Dm8a,partner_aMe5,partner_Dm8b,partner_MeLp1,partner_Tm9,partner_R8,partner_C2,partner_Dm4,partner_Mi10,partner_TmY9q,partner_Dm12,partner_Tm5e,partner_L2
720575940618254297,ACH,0.32679738562091504,0.12418300653594772,0.1895424836601307,0.0784313725490196,0.0718954248366013,0.09803921568627451,0.0718954248366013,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618292697,GLUT,0.4235294117647059,0.16470588235294117,0.14705882352941177,0.08823529411764706,0.052941176470588235,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.03529411764705882,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618347220,ACH,0.25903614457831325,0.14457831325301204,0.1746987951807229,0.08433734939759036,0.03614457831325301,0.030120481927710843,0.0,0.0963855421686747,0.04819277108433735,0.0,0.060240963855421686,0.03614457831325301,0.030120481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618356409,ACH,0.26785714285714285,0.14732142857142858,0.07142857142857142,0.10714285714285714,0.04017857142857143,0.05357142857142857,0.125,0.044642857142857144,0.06696428571428571,0.0,0.022321428571428572,0.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618433826,GLUT,0.30414746543778803,0.16589861751152074,0.055299539170506916,0.08294930875576037,0.0,0.08755760368663594,0.041474654377880185,0.08294930875576037,0.03225806451612903,0.03225806451612903,0.0,0.06912442396313365,0.02304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02304147465437788
720575940618455074,GLUT,0.3852813852813853,0.11688311688311688,0.1471861471861472,0.06926406926406926,0.07792207792207792,0.09090909090909091,0.030303030303030304,0.03463203463203463,0.0,0.0,0.0,0.0,0.025974025974025976,0.0,0.0,0.021645021645021644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618485945,ACH,0.2924187725631769,0.11552346570397112,0.1371841155234657,0.061371841155234655,0.11913357400722022,0.06498194945848375,0.04332129963898917,0.04332129963898917,0.039711191335740074,0.0,0.0,0.08303249097472924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618508006,ACH,0.30177514792899407,0.13609467455621302,0.1301775147928994,0.07692307692307693,0.0650887573964497,0.07692307692307693,0.0650887573964497,0.05917159763313609,0.029585798816568046,0.0,0.0,0.05917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618532865,ACH,0.2591093117408907,0.1214574898785425,0.14979757085020243,0.08502024291497975,0.2145748987854251,0.044534412955465584,0.06072874493927125,0.044534412955465584,0.0,0.020242914979757085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720575940618574493,ACH,0.32338308457711445,0.0945273631840796,0.21393034825870647,0.03980099502487562,0.0,0.06467661691542288,0.0845771144278607,0.029850746268656716,0.024875621890547265,0.024875621890547265,0.029850746268656716,0.06965174129353234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
